filename,width,height,class,xmin,ymin,xmax,ymax
pjecDNMmCUQmbDoJx1fdqolnfHtpsfFK8jTA2Ng0wNg.jpeg,1920,1280,good,215,328,348,460
pjecDNMmCUQmbDoJx1fdqolnfHtpsfFK8jTA2Ng0wNg.jpeg,1920,1280,good,522,379,641,521
pjecDNMmCUQmbDoJx1fdqolnfHtpsfFK8jTA2Ng0wNg.jpeg,1920,1280,good,783,305,945,476
pjecDNMmCUQmbDoJx1fdqolnfHtpsfFK8jTA2Ng0wNg.jpeg,1920,1280,good,1164,460,1280,608
pjecDNMmCUQmbDoJx1fdqolnfHtpsfFK8jTA2Ng0wNg.jpeg,1920,1280,bad,1451,399,1625,621
pjecDNMmCUQmbDoJx1fdqolnfHtpsfFK8jTA2Ng0wNg.jpeg,1920,1280,good,1677,318,1780,502
gettyimages-163903704-1024x1024.jpg,1024,713,bad,44,214,163,342
gettyimages-163903704-1024x1024.jpg,1024,713,bad,44,509,175,628
gettyimages-163903704-1024x1024.jpg,1024,713,bad,285,116,380,186
gettyimages-163903704-1024x1024.jpg,1024,713,good,605,348,739,474
gettyimages-163903704-1024x1024.jpg,1024,713,bad,709,43,821,167
gettyimages-163903704-1024x1024.jpg,1024,713,bad,872,250,983,357
gettyimages-163903704-1024x1024.jpg,1024,713,bad,883,557,1004,647
China-coronavirus-9.jpg,1000,562,bad,91,414,208,534
China-coronavirus-9.jpg,1000,562,bad,13,292,116,370
China-coronavirus-9.jpg,1000,562,good,4,192,85,247
China-coronavirus-9.jpg,1000,562,good,96,161,185,255
China-coronavirus-9.jpg,1000,562,good,188,171,229,218
China-coronavirus-9.jpg,1000,562,bad,228,184,322,281
China-coronavirus-9.jpg,1000,562,good,289,328,402,436
China-coronavirus-9.jpg,1000,562,good,400,324,486,405
China-coronavirus-9.jpg,1000,562,good,521,295,654,424
China-coronavirus-9.jpg,1000,562,good,476,208,518,290
China-coronavirus-9.jpg,1000,562,bad,326,167,391,242
China-coronavirus-9.jpg,1000,562,none,418,140,488,210
China-coronavirus-9.jpg,1000,562,bad,552,126,614,190
China-coronavirus-9.jpg,1000,562,bad,184,76,238,132
China-coronavirus-9.jpg,1000,562,good,157,92,192,139
China-coronavirus-9.jpg,1000,562,good,102,57,143,99
China-coronavirus-9.jpg,1000,562,good,1,84,59,150
China-coronavirus-9.jpg,1000,562,none,55,91,92,133
China-coronavirus-9.jpg,1000,562,good,182,11,209,38
China-coronavirus-9.jpg,1000,562,good,233,54,255,80
China-coronavirus-9.jpg,1000,562,good,242,83,285,130
China-coronavirus-9.jpg,1000,562,good,390,151,430,209
China-coronavirus-9.jpg,1000,562,good,361,104,399,139
China-coronavirus-9.jpg,1000,562,good,316,76,353,109
China-coronavirus-9.jpg,1000,562,good,355,72,398,104
China-coronavirus-9.jpg,1000,562,good,320,16,346,47
China-coronavirus-9.jpg,1000,562,good,287,23,298,45
China-coronavirus-9.jpg,1000,562,good,384,32,407,58
China-coronavirus-9.jpg,1000,562,good,397,52,427,78
China-coronavirus-9.jpg,1000,562,bad,460,49,498,90
China-coronavirus-9.jpg,1000,562,good,491,91,533,143
China-coronavirus-9.jpg,1000,562,good,484,133,525,181
China-coronavirus-9.jpg,1000,562,good,510,14,523,43
China-coronavirus-9.jpg,1000,562,good,567,22,589,45
China-coronavirus-9.jpg,1000,562,good,623,8,650,38
China-coronavirus-9.jpg,1000,562,none,633,74,677,117
China-coronavirus-9.jpg,1000,562,bad,613,126,639,179
China-coronavirus-9.jpg,1000,562,good,649,183,711,241
China-coronavirus-9.jpg,1000,562,good,673,82,701,122
China-coronavirus-9.jpg,1000,562,bad,688,22,709,47
China-coronavirus-9.jpg,1000,562,good,667,273,695,316
China-coronavirus-9.jpg,1000,562,good,707,277,789,374
China-coronavirus-9.jpg,1000,562,good,755,366,878,505
China-coronavirus-9.jpg,1000,562,good,818,126,878,190
China-coronavirus-9.jpg,1000,562,bad,943,152,968,208
China-coronavirus-9.jpg,1000,562,good,878,119,912,176
China-coronavirus-9.jpg,1000,562,good,714,181,766,223
China-coronavirus-9.jpg,1000,562,good,772,96,821,143
China-coronavirus-9.jpg,1000,562,good,758,39,803,88
China-coronavirus-9.jpg,1000,562,none,812,27,842,73
China-coronavirus-9.jpg,1000,562,good,902,55,922,89
ca_coronaviruscontagious_012720getty.jpg,1440,880,good,92,199,155,275
ca_coronaviruscontagious_012720getty.jpg,1440,880,good,205,246,275,311
ca_coronaviruscontagious_012720getty.jpg,1440,880,good,413,183,454,231
ca_coronaviruscontagious_012720getty.jpg,1440,880,good,478,219,545,305
ca_coronaviruscontagious_012720getty.jpg,1440,880,good,513,183,558,236
ca_coronaviruscontagious_012720getty.jpg,1440,880,good,558,212,616,280
ca_coronaviruscontagious_012720getty.jpg,1440,880,good,619,383,689,457
ca_coronaviruscontagious_012720getty.jpg,1440,880,good,616,199,637,252
ca_coronaviruscontagious_012720getty.jpg,1440,880,good,670,216,710,269
ca_coronaviruscontagious_012720getty.jpg,1440,880,good,737,207,781,267
ca_coronaviruscontagious_012720getty.jpg,1440,880,good,776,208,837,278
ca_coronaviruscontagious_012720getty.jpg,1440,880,good,855,240,911,298
ca_coronaviruscontagious_012720getty.jpg,1440,880,good,910,259,965,327
ca_coronaviruscontagious_012720getty.jpg,1440,880,good,990,275,1067,349
ca_coronaviruscontagious_012720getty.jpg,1440,880,good,1022,166,1054,216
ca_coronaviruscontagious_012720getty.jpg,1440,880,good,1082,196,1134,259
ca_coronaviruscontagious_012720getty.jpg,1440,880,bad,1139,201,1190,255
ca_coronaviruscontagious_012720getty.jpg,1440,880,good,1196,199,1224,240
ca_coronaviruscontagious_012720getty.jpg,1440,880,good,1241,181,1301,241
ca_coronaviruscontagious_012720getty.jpg,1440,880,good,1320,194,1388,260
bkn-20180225144433772-0225_00822_001_01p.jpg,608,434,good,107,123,228,232
bkn-20180225144433772-0225_00822_001_01p.jpg,608,434,good,373,161,494,295
1580193665-6e1d2548b55cbedaec4223d1180459e2.jpg,3264,2448,good,1458,596,1771,954
1580193665-6e1d2548b55cbedaec4223d1180459e2.jpg,3264,2448,good,2154,782,2396,1144
1580193665-6e1d2548b55cbedaec4223d1180459e2.jpg,3264,2448,bad,2782,623,2951,833
20150603_20150603-131448.jpg,800,800,bad,76,285,106,322
20150603_20150603-131448.jpg,800,800,bad,152,291,189,328
20150603_20150603-131448.jpg,800,800,good,227,284,262,326
20150603_20150603-131448.jpg,800,800,good,315,330,349,370
20150603_20150603-131448.jpg,800,800,bad,433,305,481,348
20150603_20150603-131448.jpg,800,800,bad,565,316,620,362
Coronavirus-China-Twelve-Peruvian-people-are-good-in-the.jpg,980,528,good,687,95,784,205
Coronavirus-China-Twelve-Peruvian-people-are-good-in-the.jpg,980,528,good,560,83,644,168
Coronavirus-China-Twelve-Peruvian-people-are-good-in-the.jpg,980,528,good,472,145,565,245
Coronavirus-China-Twelve-Peruvian-people-are-good-in-the.jpg,980,528,good,240,120,365,240
1580166133-5b61094cac11561b0cbe09826e32a924.jpg,3932,2621,good,7,1582,725,2413
1580166133-5b61094cac11561b0cbe09826e32a924.jpg,3932,2621,good,475,850,832,1350
1580166133-5b61094cac11561b0cbe09826e32a924.jpg,3932,2621,good,1119,900,1688,1525
1580166133-5b61094cac11561b0cbe09826e32a924.jpg,3932,2621,good,638,438,1050,988
1580166133-5b61094cac11561b0cbe09826e32a924.jpg,3932,2621,good,1832,1175,2625,1982
1580166133-5b61094cac11561b0cbe09826e32a924.jpg,3932,2621,good,2469,213,2900,688
1580166133-5b61094cac11561b0cbe09826e32a924.jpg,3932,2621,good,3313,138,3725,719
1580166133-5b61094cac11561b0cbe09826e32a924.jpg,3932,2621,good,3225,1350,3825,1994
20190110210654_50.jpg,1200,591,good,236,142,290,207
20190110210654_50.jpg,1200,591,good,348,234,400,303
20190110210654_50.jpg,1200,591,good,481,236,536,288
20190110210654_50.jpg,1200,591,good,577,159,625,226
20190110210654_50.jpg,1200,591,good,981,71,1081,190
20190110210654_50.jpg,1200,591,good,1033,261,1136,384
1155x768_20200129000089.jpg,1024,681,good,86,221,130,262
1155x768_20200129000089.jpg,1024,681,good,425,231,539,356
1155x768_20200129000089.jpg,1024,681,good,718,241,808,320
1155x768_20200129000089.jpg,1024,681,good,887,222,1024,437
2bd1431c-e585-4faf-b54c-0c25ae00d725.jpg,1024,576,good,100,110,209,231
2bd1431c-e585-4faf-b54c-0c25ae00d725.jpg,1024,576,good,461,147,644,327
2bd1431c-e585-4faf-b54c-0c25ae00d725.jpg,1024,576,good,774,124,916,273
101d6660a8974050b613dd2e6bd59390.jpg,940,663,good,152,235,236,322
101d6660a8974050b613dd2e6bd59390.jpg,940,663,good,410,257,486,347
101d6660a8974050b613dd2e6bd59390.jpg,940,663,good,489,157,564,239
101d6660a8974050b613dd2e6bd59390.jpg,940,663,good,768,223,845,304
REVZGCBIJNQPMIIXOKDCQA3GJI.jpg,1440,925,good,47,218,218,393
REVZGCBIJNQPMIIXOKDCQA3GJI.jpg,1440,925,good,542,345,631,435
REVZGCBIJNQPMIIXOKDCQA3GJI.jpg,1440,925,good,597,395,714,533
REVZGCBIJNQPMIIXOKDCQA3GJI.jpg,1440,925,good,866,392,954,485
REVZGCBIJNQPMIIXOKDCQA3GJI.jpg,1440,925,good,1028,207,1188,400
REVZGCBIJNQPMIIXOKDCQA3GJI.jpg,1440,925,good,994,267,1033,312
REVZGCBIJNQPMIIXOKDCQA3GJI.jpg,1440,925,good,877,292,911,326
TB2R28UvUOWBKNjSZKzXXXfWFXa_!!1116877752.jpg,800,800,good,145,173,348,411
TB2R28UvUOWBKNjSZKzXXXfWFXa_!!1116877752.jpg,800,800,good,489,304,654,478
1581058884-453f88084aecc73cb5b29b1fe6474a56.jpg,1568,1044,good,631,90,723,173
1581058884-453f88084aecc73cb5b29b1fe6474a56.jpg,1568,1044,good,880,70,968,162
1581058884-453f88084aecc73cb5b29b1fe6474a56.jpg,1568,1044,good,772,293,844,389
1581058884-453f88084aecc73cb5b29b1fe6474a56.jpg,1568,1044,good,1065,446,1154,538
photo (1).jpeg,1048,589,good,395,2,633,147
coronavirus_wuhan_yunfei_li.jpg,1086,840,bad,702,206,753,255
coronavirus_wuhan_yunfei_li.jpg,1086,840,bad,740,520,784,570
27f311c2aba2470da962e1338aca8920.jpeg,1032,1132,good,383,284,728,637
1000x-1.jpg,1000,666,good,42,212,146,321
1000x-1.jpg,1000,666,bad,167,235,239,311
1000x-1.jpg,1000,666,bad,239,416,348,519
1000x-1.jpg,1000,666,good,434,227,517,319
1000x-1.jpg,1000,666,good,530,171,594,249
1000x-1.jpg,1000,666,bad,617,195,712,266
1000x-1.jpg,1000,666,good,780,203,827,278
1000x-1.jpg,1000,666,good,827,231,928,338
1000x-1.jpg,1000,666,bad,961,290,1000,390
1000x-1.jpg,1000,666,good,701,491,828,601
2020_0120_7f239fc9j00q4e1uf001mc000xc00irc.jpg,1200,675,good,229,205,390,336
2020_0120_7f239fc9j00q4e1uf001mc000xc00irc.jpg,1200,675,good,838,161,985,297
oxford-face-mask-neoprene-svart.jpg,381,492,good,99,100,340,382
20181204072707536.jpg,696,358,good,48,178,103,243
20181204072707536.jpg,696,358,good,26,70,70,122
20181204072707536.jpg,696,358,good,75,17,115,71
20181204072707536.jpg,696,358,good,134,153,180,215
20181204072707536.jpg,696,358,good,96,123,135,172
20181204072707536.jpg,696,358,good,211,178,253,249
20181204072707536.jpg,696,358,good,157,313,223,358
20181204072707536.jpg,696,358,good,259,287,336,358
20181204072707536.jpg,696,358,good,268,98,318,160
20181204072707536.jpg,696,358,good,217,61,260,114
20181204072707536.jpg,696,358,good,359,111,400,162
20181204072707536.jpg,696,358,good,374,252,431,310
20181204072707536.jpg,696,358,good,416,179,460,242
20181204072707536.jpg,696,358,good,398,88,444,147
20181204072707536.jpg,696,358,good,442,22,480,70
20181204072707536.jpg,696,358,bad,357,17,390,52
20181204072707536.jpg,696,358,good,513,124,554,176
20181204072707536.jpg,696,358,good,531,208,593,281
20181204072707536.jpg,696,358,good,577,206,617,262
20181204072707536.jpg,696,358,good,648,131,696,198
20181204072707536.jpg,696,358,good,623,46,666,100
20181204072707536.jpg,696,358,good,639,5,676,37
20181204072707536.jpg,696,358,good,568,106,615,156
20181204072707536.jpg,696,358,good,662,280,695,358
haze_malaysia_2_malay_mail.jpg,1024,683,good,304,310,470,489
haze_malaysia_2_malay_mail.jpg,1024,683,good,677,230,828,389
199o00041ns375p1rqp6.jpg,640,958,good,216,96,300,182
199o00041ns375p1rqp6.jpg,640,958,bad,460,204,512,266
199o00041ns375p1rqp6.jpg,640,958,bad,585,214,634,266
Model-with-White-face-mask-with-red-X-2.jpg,2708,3202,good,716,978,1791,2213
126202-untitled-design-13.jpg,918,506,good,89,166,163,324
126202-untitled-design-13.jpg,918,506,good,207,253,310,389
126202-untitled-design-13.jpg,918,506,good,402,167,527,291
126202-untitled-design-13.jpg,918,506,good,546,229,666,377
126202-untitled-design-13.jpg,918,506,good,750,81,840,173
r1p00017o8357s6sno6.jpg,640,915,none,303,97,442,245
5e2ac77cad399.jpg,1200,900,good,625,324,677,376
5e2ac77cad399.jpg,1200,900,good,482,370,551,456
10fea_8011463765e2aa28b386cf.jpg,1000,600,good,166,131,408,435
10fea_8011463765e2aa28b386cf.jpg,1000,600,bad,707,61,814,172
depositphotos_196902688-stock-photo-mother-daughter-protective-masks-hugging.jpg,1600,1168,good,823,329,949,454
depositphotos_196902688-stock-photo-mother-daughter-protective-masks-hugging.jpg,1600,1168,good,902,202,1048,328
PhotoGrid_1580452532909.jpg,1838,960,good,16,228,91,301
PhotoGrid_1580452532909.jpg,1838,960,good,222,241,289,309
PhotoGrid_1580452532909.jpg,1838,960,good,389,250,458,321
PhotoGrid_1580452532909.jpg,1838,960,good,479,159,540,230
PhotoGrid_1580452532909.jpg,1838,960,good,583,197,645,272
PhotoGrid_1580452532909.jpg,1838,960,good,772,224,841,299
PhotoGrid_1580452532909.jpg,1838,960,good,1009,213,1072,288
PhotoGrid_1580452532909.jpg,1838,960,good,1168,265,1229,328
PhotoGrid_1580452532909.jpg,1838,960,good,1336,254,1399,322
PhotoGrid_1580452532909.jpg,1838,960,good,1501,307,1576,371
PhotoGrid_1580452532909.jpg,1838,960,good,1710,265,1793,341
coronavirus-en-chine.jpg,1000,500,bad,137,76,200,155
coronavirus-en-chine.jpg,1000,500,good,329,152,456,310
coronavirus-en-chine.jpg,1000,500,good,580,142,696,269
fjkllllg.jpg,512,366,bad,79,105,109,142
fjkllllg.jpg,512,366,good,185,100,226,144
fjkllllg.jpg,512,366,bad,325,90,360,141
ap-image-coronavirus-philippines.jpeg,1000,664,good,56,106,147,204
ap-image-coronavirus-philippines.jpeg,1000,664,good,192,48,279,151
ap-image-coronavirus-philippines.jpeg,1000,664,good,345,100,405,177
ap-image-coronavirus-philippines.jpeg,1000,664,good,471,177,529,243
ap-image-coronavirus-philippines.jpeg,1000,664,good,804,190,835,242
20200131002248.jpg,900,675,good,729,199,764,249
20200131002248.jpg,900,675,good,576,248,616,286
20200131002248.jpg,900,675,good,438,215,482,255
20200131002248.jpg,900,675,good,312,236,354,283
20200131002248.jpg,900,675,good,144,213,184,272
d4693541.jpg,600,317,good,9,170,60,229
d4693541.jpg,600,317,good,165,90,202,124
d4693541.jpg,600,317,good,175,175,244,260
d4693541.jpg,600,317,good,303,127,360,191
d4693541.jpg,600,317,none,340,66,380,111
d4693541.jpg,600,317,good,379,63,408,98
d4693541.jpg,600,317,good,433,61,471,105
d4693541.jpg,600,317,good,477,78,536,133
d4693541.jpg,600,317,good,569,37,592,67
d4693541.jpg,600,317,good,367,192,437,259
d4693541.jpg,600,317,bad,221,57,248,81
msgsgsg.jpg,1200,600,good,393,165,749,523
5e2939009978e24471b03796.jpg,1280,640,good,23,197,149,304
5e2939009978e24471b03796.jpg,1280,640,good,392,142,440,188
5e2939009978e24471b03796.jpg,1280,640,good,516,159,554,208
5e2939009978e24471b03796.jpg,1280,640,good,783,143,832,191
5e2939009978e24471b03796.jpg,1280,640,good,857,83,910,142
5e2939009978e24471b03796.jpg,1280,640,good,1094,105,1194,233
5e2939009978e24471b03796.jpg,1280,640,good,886,271,938,326
5e2939009978e24471b03796.jpg,1280,640,bad,1024,154,1092,213
5e2939009978e24471b03796.jpg,1280,640,bad,474,122,503,157
5e2939009978e24471b03796.jpg,1280,640,good,361,117,385,158
5e2939009978e24471b03796.jpg,1280,640,bad,238,93,283,153
5e2939009978e24471b03796.jpg,1280,640,good,682,91,728,135
gettyimages-1198356730-594x594-1.jpg,1080,609,good,432,259,530,400
beijing-oct-19-2014-chinese-girls-with-a-face-mask-beijing-raised-JEJXDX.jpg,1300,956,good,341,227,585,502
beijing-oct-19-2014-chinese-girls-with-a-face-mask-beijing-raised-JEJXDX.jpg,1300,956,good,570,254,839,566
carrie-lam-wearing-mask-wrongly.jpg,1000,525,none,426,171,597,358
2015-09-28T100613Z_640118265_GF10000225000_RTRMADP_3_SINGAPORE-HAZE.JPG,604,766,good,68,284,131,346
2015-09-28T100613Z_640118265_GF10000225000_RTRMADP_3_SINGAPORE-HAZE.JPG,604,766,good,396,121,456,188
2015-09-28T100613Z_640118265_GF10000225000_RTRMADP_3_SINGAPORE-HAZE.JPG,604,766,good,407,447,495,529
2015-09-28T100613Z_640118265_GF10000225000_RTRMADP_3_SINGAPORE-HAZE.JPG,604,766,bad,238,298,304,371
2015-09-28T100613Z_640118265_GF10000225000_RTRMADP_3_SINGAPORE-HAZE.JPG,604,766,bad,261,190,328,257
2015-09-28T100613Z_640118265_GF10000225000_RTRMADP_3_SINGAPORE-HAZE.JPG,604,766,bad,260,47,316,88
DENn-KMXoAEtKHy.jpg,1193,1200,good,471,319,669,551
DENn-KMXoAEtKHy.jpg,1193,1200,good,717,289,1039,655
CHINA-HEALTH-VIRUS-134752 (1).jpg,1440,960,good,122,547,223,629
CHINA-HEALTH-VIRUS-134752 (1).jpg,1440,960,good,311,502,399,578
CHINA-HEALTH-VIRUS-134752 (1).jpg,1440,960,good,416,478,484,548
CHINA-HEALTH-VIRUS-134752 (1).jpg,1440,960,good,495,743,603,839
CHINA-HEALTH-VIRUS-134752 (1).jpg,1440,960,good,634,413,727,496
CHINA-HEALTH-VIRUS-134752 (1).jpg,1440,960,good,1047,392,1162,496
CHINA-HEALTH-VIRUS-134752 (1).jpg,1440,960,good,1314,476,1370,547
CHINA-HEALTH-VIRUS-134752 (1).jpg,1440,960,good,737,341,790,413
CHINA-HEALTH-VIRUS-134752 (1).jpg,1440,960,good,879,311,915,372
CHINA-HEALTH-VIRUS-134752 (1).jpg,1440,960,good,781,224,832,278
CHINA-HEALTH-VIRUS-134752 (1).jpg,1440,960,good,647,198,684,243
CHINA-HEALTH-VIRUS-134752 (1).jpg,1440,960,good,208,394,256,457
CHINA-HEALTH-VIRUS-134752 (1).jpg,1440,960,none,363,331,415,377
CHINA-HEALTH-VIRUS-134752 (1).jpg,1440,960,good,196,329,233,367
CHINA-HEALTH-VIRUS-134752 (1).jpg,1440,960,good,481,374,542,429
CHINA-HEALTH-VIRUS-134752 (1).jpg,1440,960,good,433,228,464,270
CHINA-HEALTH-VIRUS-134752 (1).jpg,1440,960,good,199,222,236,263
CHINA-HEALTH-VIRUS-134752 (1).jpg,1440,960,good,284,291,319,326
CHINA-HEALTH-VIRUS-134752 (1).jpg,1440,960,good,121,310,153,348
CHINA-HEALTH-VIRUS-134752 (1).jpg,1440,960,good,97,257,123,287
CHINA-HEALTH-VIRUS-134752 (1).jpg,1440,960,good,307,191,337,220
5e2ac9654bbdd_o_full.jpg,1535,1080,good,476,438,802,812
5e2ac9654bbdd_o_full.jpg,1535,1080,good,952,199,1242,536
15150794626913.jpg,800,798,bad,13,231,109,326
15150794626913.jpg,800,798,good,219,224,321,321
15150794626913.jpg,800,798,good,324,268,454,419
15150794626913.jpg,800,798,bad,458,239,509,319
15150794626913.jpg,800,798,good,534,285,652,399
15150794626913.jpg,800,798,bad,685,258,800,365
phppaNXxb.jpg,800,484,good,112,81,187,162
phppaNXxb.jpg,800,484,bad,238,121,292,174
phppaNXxb.jpg,800,484,good,332,118,392,166
phppaNXxb.jpg,800,484,good,439,61,498,128
phppaNXxb.jpg,800,484,good,524,132,580,189
phppaNXxb.jpg,800,484,bad,583,116,635,172
phppaNXxb.jpg,800,484,good,668,261,730,322
1580053154-5839.jpg,1200,800,good,140,182,240,308
1580053154-5839.jpg,1200,800,good,304,246,398,374
1580053154-5839.jpg,1200,800,good,542,159,622,256
1580053154-5839.jpg,1200,800,good,641,151,755,285
1580053154-5839.jpg,1200,800,good,595,376,714,520
1580053154-5839.jpg,1200,800,good,734,55,815,136
1580053154-5839.jpg,1200,800,good,930,110,1014,215
1580053154-5839.jpg,1200,800,good,812,98,873,164
1029731146.jpg,1000,541,bad,42,104,136,211
1029731146.jpg,1000,541,good,155,226,278,349
1029731146.jpg,1000,541,good,417,137,594,331
1029731146.jpg,1000,541,good,796,123,941,282
1029731146.jpg,1000,541,good,737,177,785,240
1029731146.jpg,1000,541,bad,935,96,986,173
1029731146.jpg,1000,541,good,324,156,379,211
fgfgfghfg.jpg,1024,683,bad,91,38,132,82
fgfgfghfg.jpg,1024,683,bad,157,125,205,170
fgfgfghfg.jpg,1024,683,bad,145,228,198,282
fgfgfghfg.jpg,1024,683,good,114,351,166,400
fgfgfghfg.jpg,1024,683,bad,462,81,504,127
fgfgfghfg.jpg,1024,683,good,414,186,465,232
fgfgfghfg.jpg,1024,683,good,456,252,504,297
fgfgfghfg.jpg,1024,683,good,429,368,483,422
fgfgfghfg.jpg,1024,683,good,736,21,781,64
fgfgfghfg.jpg,1024,683,good,814,90,866,135
fgfgfghfg.jpg,1024,683,bad,804,180,848,216
fgfgfghfg.jpg,1024,683,bad,696,267,744,316
fgfgfghfg.jpg,1024,683,good,787,412,837,442
20180927232308_67563e2a7ebff07ad2d2cf1d606fc2a3_3.jpeg,640,839,none,222,151,397,381
los-angeles-airport-passengers-masks-coronavirus.jpg,2500,1875,none,785,385,914,564
los-angeles-airport-passengers-masks-coronavirus.jpg,2500,1875,good,1148,568,1252,714
los-angeles-airport-passengers-masks-coronavirus.jpg,2500,1875,good,1918,535,2014,655
los-angeles-airport-passengers-masks-coronavirus.jpg,2500,1875,bad,2310,593,2381,672
dfbgdhhh.jpg,512,306,good,48,44,184,205
dfbgdhhh.jpg,512,306,good,379,61,480,205
W37H3GWNO5EV5HTJQNP4KLIRGI.jpg,1000,750,good,550,169,640,291
article-5e3a3b262ca4f.jpg,1260,844,good,489,167,799,512
article-5e3a3b262ca4f.jpg,1260,844,good,109,533,281,700
article-5e3a3b262ca4f.jpg,1260,844,bad,736,53,924,302
8b13ac10-40d7-11ea-bbf7-2b13a42548bc.jpg,800,600,good,552,152,647,236
8b13ac10-40d7-11ea-bbf7-2b13a42548bc.jpg,800,600,good,307,293,397,388
AP20028234767344-1024x683.jpg,1024,683,good,128,366,326,609
AP20028234767344-1024x683.jpg,1024,683,good,375,430,554,596
AP20028234767344-1024x683.jpg,1024,683,good,573,233,790,474
Face-Mask-vs-Surgical-Mask.jpg,1000,598,good,66,113,307,383
Face-Mask-vs-Surgical-Mask.jpg,1000,598,good,361,246,572,475
Face-Mask-vs-Surgical-Mask.jpg,1000,598,good,686,203,904,433
stsciRq.png,828,1717,good,249,614,535,914
stsciRq.png,828,1717,good,350,1415,503,1571
81717218_412496646125299_2821021798043222016_n20copy_N8G8X_1200x0.png,1200,800,good,80,94,276,300
81717218_412496646125299_2821021798043222016_n20copy_N8G8X_1200x0.png,1200,800,good,494,256,565,331
81717218_412496646125299_2821021798043222016_n20copy_N8G8X_1200x0.png,1200,800,good,690,264,776,380
81717218_412496646125299_2821021798043222016_n20copy_N8G8X_1200x0.png,1200,800,good,862,268,984,366
coronavirus-chinois-est-encore-trop-tot-pour-parler-pandemie.jpg,1024,680,good,740,202,870,344
coronavirus-chinois-est-encore-trop-tot-pour-parler-pandemie.jpg,1024,680,bad,121,604,201,680
coronavirus-chinois-est-encore-trop-tot-pour-parler-pandemie.jpg,1024,680,bad,297,632,375,680
20200123001073.jpg,900,600,good,308,176,395,259
20200123001073.jpg,900,600,good,487,156,573,240
874dcd2bbd951b0669d8bb2ae612559c.jpg,2250,3000,good,590,1302,945,1692
874dcd2bbd951b0669d8bb2ae612559c.jpg,2250,3000,good,1540,897,1936,1329
nq50003q8p707o0p586.jpg,640,960,bad,1,416,40,505
nq50003q8p707o0p586.jpg,640,960,bad,267,321,358,436
nq50003q8p707o0p586.jpg,640,960,bad,296,461,354,521
bajo_la_sombra_del_coronavirus_llega_el_ano_nuevo_lunar_hay_30_millones_de_personas_con_restricciones.jpg,1024,683,good,62,138,109,183
bajo_la_sombra_del_coronavirus_llega_el_ano_nuevo_lunar_hay_30_millones_de_personas_con_restricciones.jpg,1024,683,good,175,62,209,96
bajo_la_sombra_del_coronavirus_llega_el_ano_nuevo_lunar_hay_30_millones_de_personas_con_restricciones.jpg,1024,683,good,239,172,283,214
bajo_la_sombra_del_coronavirus_llega_el_ano_nuevo_lunar_hay_30_millones_de_personas_con_restricciones.jpg,1024,683,good,362,46,395,75
bajo_la_sombra_del_coronavirus_llega_el_ano_nuevo_lunar_hay_30_millones_de_personas_con_restricciones.jpg,1024,683,good,403,79,445,122
bajo_la_sombra_del_coronavirus_llega_el_ano_nuevo_lunar_hay_30_millones_de_personas_con_restricciones.jpg,1024,683,good,503,213,557,273
bajo_la_sombra_del_coronavirus_llega_el_ano_nuevo_lunar_hay_30_millones_de_personas_con_restricciones.jpg,1024,683,good,447,38,484,75
bajo_la_sombra_del_coronavirus_llega_el_ano_nuevo_lunar_hay_30_millones_de_personas_con_restricciones.jpg,1024,683,good,514,45,548,80
bajo_la_sombra_del_coronavirus_llega_el_ano_nuevo_lunar_hay_30_millones_de_personas_con_restricciones.jpg,1024,683,good,611,158,656,205
bajo_la_sombra_del_coronavirus_llega_el_ano_nuevo_lunar_hay_30_millones_de_personas_con_restricciones.jpg,1024,683,good,603,123,639,161
bajo_la_sombra_del_coronavirus_llega_el_ano_nuevo_lunar_hay_30_millones_de_personas_con_restricciones.jpg,1024,683,bad,417,41,444,63
bajo_la_sombra_del_coronavirus_llega_el_ano_nuevo_lunar_hay_30_millones_de_personas_con_restricciones.jpg,1024,683,bad,594,56,619,84
bajo_la_sombra_del_coronavirus_llega_el_ano_nuevo_lunar_hay_30_millones_de_personas_con_restricciones.jpg,1024,683,good,601,16,626,39
bajo_la_sombra_del_coronavirus_llega_el_ano_nuevo_lunar_hay_30_millones_de_personas_con_restricciones.jpg,1024,683,good,664,78,697,107
bajo_la_sombra_del_coronavirus_llega_el_ano_nuevo_lunar_hay_30_millones_de_personas_con_restricciones.jpg,1024,683,bad,631,4,655,29
bajo_la_sombra_del_coronavirus_llega_el_ano_nuevo_lunar_hay_30_millones_de_personas_con_restricciones.jpg,1024,683,none,699,36,725,68
bajo_la_sombra_del_coronavirus_llega_el_ano_nuevo_lunar_hay_30_millones_de_personas_con_restricciones.jpg,1024,683,good,750,23,781,56
bajo_la_sombra_del_coronavirus_llega_el_ano_nuevo_lunar_hay_30_millones_de_personas_con_restricciones.jpg,1024,683,good,780,29,791,53
bajo_la_sombra_del_coronavirus_llega_el_ano_nuevo_lunar_hay_30_millones_de_personas_con_restricciones.jpg,1024,683,bad,734,24,753,48
bajo_la_sombra_del_coronavirus_llega_el_ano_nuevo_lunar_hay_30_millones_de_personas_con_restricciones.jpg,1024,683,bad,887,26,916,53
bajo_la_sombra_del_coronavirus_llega_el_ano_nuevo_lunar_hay_30_millones_de_personas_con_restricciones.jpg,1024,683,good,960,53,992,84
11893820-3x2-xlarge.jpg,862,575,bad,12,238,92,318
